,Unnamed: 0,filename,description,author,text
232,232,826910400.jpg,Пейзаж с лесной рекой. 1880-е,Исаак Ильич Левитан,"рисунок реки, протекающей через лужное зеленое поле с деревьями"
233,233,615451049.jpg,Пейзаж с пароходом. Конец 1880-х,Исаак Ильич Левитан,рисунок лодки на реке с небольшой деревней на заднем плане
234,234,949792480.jpg,Пейзаж с постройками. 1890-е,Исаак Ильич Левитан,Картина фермы с амбаром и сенами
235,235,877117919.jpg,Пейзаж1,Исаак Ильич Левитан,рисунок реки с несколькими коровами в ней и несколькими деревьями
236,236,477160644.jpg,Портрет Н. П. Панафидина. 1891,Исаак Ильич Левитан,"рисунок человека, сидящего в кресле с книгой"
237,237,614379882.jpg,Пчельник. 1880-е,Исаак Ильич Левитан,на картине деревни с грунтовой дорогой и небольшим домом.
238,238,249414062.jpg,Ранняя весна. Ботанический сад. 1900,Исаак Ильич Левитан,рисунок красной лодки на снежной реке с домом на заднем плане
239,239,155728149.jpg,Саввинская слобода. 1884,Исаак Ильич Левитан,Картина амбара в поле с каменной стеной
240,240,836166381.jpg,Сад,Исаак Ильич Левитан,рисование зелёного поля с деревьями и кустами на заднем фоне
241,241,651513671.jpg,Садик в Ялте. Кипарисы. 1886,Исаак Ильич Левитан,покраска дороги с деревьями и кустами с обеих сторон
242,242,968579101.jpg,Серый день. Лес над рекой,Исаак Ильич Левитан,рисунок лодки на реке с причалом и лесом на заднем плане
243,243,594741821.jpg,Снопы и деревня за рекой. Начало 1880-х,Исаак Ильич Левитан,Картина поля со сенами и домом на заднем плане
